#TYPE System.Management.Automation.PSCustomObject
"Name","Quality","Rarity","Slot","Hero","Availibility","Descriptor","Link"
"Drape of the Progenitor's Gaze","Standard"," Mythical"," Misc"," Chen"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10997828402"
"leeves of the Progenitor's Gaze","Standard"," Mythical"," Arms"," Chen"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10997828401"
"leeves of the Progenitor's Gaze","Standard"," Mythical"," Arms"," Chen"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10997828400"
"hadow Brand","Standard"," Rare"," Weapon"," Chaos Knight"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10997736914"
"hadow Brand","Standard"," Rare"," Weapon"," Chaos Knight"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10977608188"
"Mega-Kills: Deus Ex","Standard"," Mythical"," Mega-Kill Announcer"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10977589468"
"Mega-Kills: Deus Ex","Standard"," Mythical"," Mega-Kill Announcer"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10977573698"
"Dolfrat and Roshinante","Genuine"," Mythical"," Courier"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10977555494"
"Dolfrat and Roshinante","Genuine"," Mythical"," Courier"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10977596347"
"Inky the Hexapus","Genuine"," Mythical"," Courier"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10977477249"
"Inky the Hexapus","Genuine"," Mythical"," Courier"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10977472665"
"Announcer: Deus Ex","Standard"," Mythical"," Announcer"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10977589467"
"Announcer: Deus Ex","Standard"," Mythical"," Announcer"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10977529570"
"Covenant of the Depths Loading Screen","Standard"," Mythical"," Loading Screen"," Other"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976765079"
"Covenant of the Depths Loading Screen","Standard"," Mythical"," Loading Screen"," Other"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976765078"
"Covenant of the Depths Mask","Standard"," Mythical"," Head"," Invoker"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976765077"
"Covenant of the Depths Mask","Standard"," Mythical"," Head"," Invoker"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976765076"
"Covenant of the Depths Robes","Standard"," Mythical"," Shoulder"," Invoker"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976765075"
"Covenant of the Depths Robes","Standard"," Mythical"," Shoulder"," Invoker"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976765074"
"Riptide Raider Loading Screen","Standard"," Mythical"," Loading Screen"," Other"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976744015"
"Riptide Raider Loading Screen","Standard"," Mythical"," Loading Screen"," Other"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976744014"
"Crown of the Riptide Raider","Standard"," Mythical"," Head"," Monkey King"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976744013"
"Crown of the Riptide Raider","Standard"," Mythical"," Head"," Monkey King"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976720146"
"Bracers of Seablight Procession","Standard"," Mythical"," Arms"," Undying"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976720145"
"Bracers of Seablight Procession","Standard"," Mythical"," Arms"," Undying"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976720144"
"Wraps of Seablight Procession","Standard"," Mythical"," Head"," Undying"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976720143"
"Wraps of Seablight Procession","Standard"," Mythical"," Head"," Undying"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976702822"
"Weeds of Eternal Testament","Standard"," Mythical"," Belt"," Death Prophet"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976702821"
"Weeds of Eternal Testament","Standard"," Mythical"," Belt"," Death Prophet"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976702820"
"Blouse of Eternal Testament","Standard"," Mythical"," Armor"," Death Prophet"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976702819"
"Blouse of Eternal Testament","Standard"," Mythical"," Armor"," Death Prophet"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976702818"
"Inscribed Enemy Heroes Hooked","Standard"," Rare"," N/A"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976693399"
"Inscribed Enemy Heroes Hooked","Standard"," Rare"," N/A"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976692284"
"Jolly Reaver Loading Screen","Standard"," Mythical"," Loading Screen"," Other"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976662325"
"Jolly Reaver Loading Screen","Standard"," Mythical"," Loading Screen"," Other"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976662324"
"Anchor-hook of the Jolly Reaver","Standard"," Mythical"," Weapon"," Pudge"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976662323"
"Anchor-hook of the Jolly Reaver","Standard"," Mythical"," Weapon"," Pudge"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976662322"
"Tentacles of the Jolly Reaver","Standard"," Mythical"," Shoulder"," Pudge"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976662321"
"Tentacles of the Jolly Reaver","Standard"," Mythical"," Shoulder"," Pudge"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976662320"
"Cannon of the Jolly Reaver","Standard"," Mythical"," Back"," Pudge"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976662319"
"Cannon of the Jolly Reaver","Standard"," Mythical"," Back"," Pudge"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976649415"
"ubmerged Hazard Propeller","Standard"," Mythical"," Back"," Tinker"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976649414"
"ubmerged Hazard Propeller","Standard"," Mythical"," Back"," Tinker"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976649413"
"ubmerged Hazard Hull","Standard"," Mythical"," Shoulder"," Tinker"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976649412"
"ubmerged Hazard Hull","Standard"," Mythical"," Shoulder"," Tinker"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976649411"
"ubmerged Hazard Launcher","Standard"," Mythical"," Off-Hand"," Tinker"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976649410"
"ubmerged Hazard Launcher","Standard"," Mythical"," Off-Hand"," Tinker"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976662318"
"ubfin Cannons of the Mechalodon Interdictor","Standard"," Mythical"," Weapon"," Gyrocopter"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_11001180689"
"ubfin Cannons of the Mechalodon Interdictor","Standard"," Mythical"," Weapon"," Gyrocopter"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976641199"
"Pressure Regulator","Standard"," Mythical"," N/A"," Clockwerk"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976639005"
"Pressure Regulator","Standard"," Mythical"," N/A"," Clockwerk"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10811909271"
"Hat of the Itinerant Scholar","Standard"," Mythical"," Head"," Rubick"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10811906487"
"Hat of the Itinerant Scholar","Standard"," Mythical"," Head"," Rubick"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10811824369"
"Taunt: In the Spirit of Peace","Standard"," Mythical"," Taunt"," Storm Spirit"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10806542160"
"Taunt: In the Spirit of Peace","Standard"," Mythical"," Taunt"," Storm Spirit"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10798577708"
"Blade of the Abyssal Scourge","Standard"," Mythical"," Weapon"," Underlord"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10798568894"
"Blade of the Abyssal Scourge","Standard"," Mythical"," Weapon"," Underlord"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10798540702"
"Loading Screen of the Abyssal Scourge","Standard"," Mythical"," Loading Screen"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10798521785"
"Loading Screen of the Abyssal Scourge","Standard"," Mythical"," Loading Screen"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10798489729"
"Mask of the Soul Keeper","Standard"," Mythical"," Head"," Visage"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10798480835"
"Mask of the Soul Keeper","Standard"," Mythical"," Head"," Visage"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10798419416"
"Armor of the Imperious Command","Standard"," Mythical"," Armor"," Troll Warlord"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10798395381"
"Armor of the Imperious Command","Standard"," Mythical"," Armor"," Troll Warlord"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10798197138"
"Twin Blades of the Imperious Command","Standard"," Mythical"," Weapon"," Troll Warlord"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10798175426"
"Twin Blades of the Imperious Command","Standard"," Mythical"," Weapon"," Troll Warlord"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976631659"
"Chaos Fulcrum","Standard"," Immortal"," Off-Hand"," Chaos Knight"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_11132118022"
"Chaos Fulcrum","Standard"," Immortal"," Off-Hand"," Chaos Knight"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10796063673"
"Reef's Edge","Standard"," Immortal"," Terrain"," Other"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10796063651"
"Reef's Edge","Standard"," Immortal"," Terrain"," Other"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10796600263"
"untwood Sanctuary","Standard"," Immortal"," Shoulder"," Treant Protector"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_11132119607"
"untwood Sanctuary","Standard"," Immortal"," Shoulder"," Treant Protector"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10796048029"
"International 2017 Battle Point Tribute - 250 Tokens","Standard"," Common"," N/A"," Other"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10796048028"
"International 2017 Battle Point Tribute - 250 Tokens","Standard"," Common"," N/A"," Other"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10796043426"
"Taunt: Step Lively","Standard"," Mythical"," Taunt"," Kunkka"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10796040890"
"Taunt: Step Lively","Standard"," Mythical"," Taunt"," Kunkka"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10796423265"
"Bellows of Creation","Standard"," Immortal"," Back"," Elder Titan"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_11132121910"
"Bellows of Creation","Standard"," Immortal"," Back"," Elder Titan"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_11132123048"
"Full-Bore Bonanza","Standard"," Immortal"," Back"," Sniper"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10796240234"
"Full-Bore Bonanza","Standard"," Immortal"," Back"," Sniper"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_11132123810"
"Taunt: Pleasant Distraction","Standard"," Rare"," Taunt"," Winter Wyvern"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10796000222"
"Taunt: Pleasant Distraction","Standard"," Rare"," Taunt"," Winter Wyvern"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10795991797"
"International 2017 Battle Point Tribute - 250 Tokens","Standard"," Common"," N/A"," Other"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10795991796"
"International 2017 Battle Point Tribute - 250 Tokens","Standard"," Common"," N/A"," Other"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10795991795"
"International 2017 Battle Point Tribute - 250 Tokens","Standard"," Common"," N/A"," Other"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10795354200"
"International 2017 Battle Point Tribute - 250 Tokens","Standard"," Common"," N/A"," Other"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10795354199"
"Chrome Vial","Standard"," Mythical"," N/A"," Other"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10795350820"
"Chrome Vial","Standard"," Mythical"," N/A"," Other"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10795317169"
"Taunt: We Have Liftoff","Standard"," Rare"," Taunt"," Techies"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10795217953"
"Taunt: We Have Liftoff","Standard"," Rare"," Taunt"," Techies"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_11132116889"
"Maraxiform's Ire","Standard"," Immortal"," Back"," Clinkz"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10796250299"
